URL,H2,Paragraph,Sentence
https://www.proec.unicamp.br/equipe,Equipe,25,"Ministrou aulas de graduação, pós-graduação, MBA e cursos de extensão em instituições como: PUCC, São Leopoldo Mandic, Metrocamp e Unicamp."
https://www.proec.unicamp.br/equipe,Equipe,25,
https://www.proec.unicamp.br/equipe,Equipe,26,
https://www.proec.unicamp.br/equipe,Equipe,27,renatafr@unicamp.br
https://www.proec.unicamp.br/equipe,Equipe,28,"Mestra em Engenharia Civil, com ênfase em Arquitetura e Urbanismo pela FEC/UNICAMP, (2010)."
https://www.proec.unicamp.br/equipe,Equipe,28,Arquiteta e urbanista graduada pela  PUCC (1993).
https://www.proec.unicamp.br/equipe,Equipe,28,Presta serviço em autarquia para a UNICAMP desde 2001.
https://www.proec.unicamp.br/equipe,Equipe,28,Trabalhou na CPROJ/FEC/UNICAMP até 2015.
https://www.proec.unicamp.br/equipe,Equipe,28,É assessora da PROEC nos últimos 4 anos.
https://www.proec.unicamp.br/equipe,Equipe,28,"Atuando em projetos de edificações, interior, luminotécnico, cromático, de comunicação visual e desenho urbano."
https://www.proec.unicamp.br/equipe,Equipe,28,Colaborou nas aulas do curso de Arquitetura e Urbanismo da FEC/UNICAMP entre 2004 a 2007.
https://www.proec.unicamp.br/equipe,Equipe,28,"Ministrou aulas na disciplina de Projeto e Arquitetura Sustentável, UNIP Campinas, de 2008 a 2011."
https://www.proec.unicamp.br/equipe,Equipe,28,Ministra aula na Pós Graduação do Design Gráfico oferecido pela EXTECAMP/IA/UNICAMP.
https://www.proec.unicamp.br/equipe,Equipe,29,© Pró-Reitoria de Extensão e Cultura.
https://www.proec.unicamp.br/equipe,Equipe,29,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
