URL,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp.  Elan,Rev. Elan
http://portal.proec.unicamp.br/programa-universidade/,75,EFEMÉRIDES 2022,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,76,FÓRUNS PERMANENTES,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,77,MUSEU EXPLORATÓRIO DE CIÊNCIAS,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,78,Assinne nossa  Newsletter,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,79,© All rights reserved,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,80,"
Twitter

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,81,"
Facebook

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,82,"
Dribbble

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,83,"
Youtube

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,84,"
Pinterest

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,85,"
Medium

",,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,86,Acessibilidade,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,87,Modos de acessibilidade,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,88,Experiência legível,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,89,Experiência visualmente agradável,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,90,Orientação Fácil,,,,,,,,,,,,,
http://portal.proec.unicamp.br/programa-universidade/,91,X,,,,,,,,,,,,,
