Página,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp. Elan,Rev. Elan,URL,Paragraph,Sentence
,,,,,,,,,,,,,,,,https://www.dproj.proec.unicamp.br/paginas/acoes-afirmativ,20.0,
,,,,,,,,,,,,,,,,https://www.dproj.proec.unicamp.br/paginas/acoes-afirmativ,21.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,https://www.dproj.proec.unicamp.br/paginas/acoes-afirmativ,21.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,,,,,,,,,,,,https://www.dtic.proec.unicamp.br,1.0,"Página de apoio ao Ensino Digital

Formulário de solicitação Suporte DTIC
Formulário de solicitação Suporte Sistemas Extecamp
"
,,,,,,,,,,,,,,,,https://www.dtic.proec.unicamp.br/,1.0,"Página de apoio ao Ensino Digital

Formulário de solicitação Suporte DTIC
Formulário de solicitação Suporte Sistemas Extecamp
"
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Agora na Extecamp 167 cursos com inscrições abertas.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Faça um curso de extensão.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Amplie suas possibilidades.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Vamos lá?
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,18 cursos com 360h ou mais para você escolher.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,"

 Modalidade Extensão universitária."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Clique e saiba mais.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Inscreva-se já.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Cursos em Destaque Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,GESTÃO ESTRATÉGICA DA QUALIDADE - ÊNFASE EM QUALIDADE 4.0 Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,FUNDAMENTOS DA AVALIAÇÃO DE EMPRESAS - VALUATION Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,PLANEJAMENTO DE EXPERIMENTOS PARA OTIMIZAÇÃO DE PROCESSOS E PRODUTOS: APLICAÇÃO NA INDÚSTRIA E NA PESQUISA Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,USO DO MINITAB PARA MELHORIA DE PROCESSOS Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,MARKETING ORGANIZACIONAL Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,GESTÃO E ESTRATÉGIA DE EMPRESAS Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,FINANÇAS CORPORATIVAS Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,DIREITO E ECONOMIA Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,CONTROLADORIA E FINANÇAS Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,BIOPRODUTOS & BIOPROCESSOS Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,ERGONOMIA Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,GESTÃO DE PROCESSOS INDUSTRIAIS: CONFIABILIDADE E SEGURANÇA DE PROCESSOS Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Notícias Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Os 6 principais benefícios em fazer cursos de extensão Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Decreto do governo garante isenção fiscal para semicondutores e inclui energia solar em benefício Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Automação e Controle de Processos Industriais e Agroindustriais Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Adesão ao Consórcio de Parceiros do Coursera Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Banco de Talentos Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,A Extecamp Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Experiência Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,25 anos auxiliando no desenvolvendo cursos de extensão.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Corpo Docente Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Professores renomados em suas áreas de atuação e experiência reconhecida.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Estrutura Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,"Bibliotecas, laboratórios e todo o apoio necessário para o conhecimento."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,5000 cursos Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Dispomos de uma ampla gama de cursos distribuídos em todas as áreas do conhecimento.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Banco de Talentos Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,A necessidade da empresa e o conhecimento adquirido pelo nosso aluno em cursos.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Soluções Corporativas Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,"Capacitação e atualização de funcionários, ferramentas para a sua empresa."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Precisa de uma ajuda especial?
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Ambientes de EAD Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Newsletter Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Dicas Extecamp Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,"

                                  Guia Cultural

 Verifique abaixo nossos cursos em destaque."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Guia Cultural Unicamp Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,"

                                  Hospedagem

 Verifique abaixo nossos cursos em destaque."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Dicas de hospedagem Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,"

                                  Agenda Cultural
                                  

 Verifique abaixo nossos cursos em destaque."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Confira nossas dicas Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,"

                                  Fóruns Permanentes
                                  

 Verifique abaixo nossos cursos em destaque."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Confira a agenda completa Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,O que é?
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Cursos Corporativos Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Cursos InCompany Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,História Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Avaliações Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Audiência pública discute financiamento da Extensão Universitária na Comissão de Educação da Câmara  Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Domingo no Lago aborda temática do meio ambiente e traz Big Band da Unicamp Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Seminário no Instituto de Biologia debate a curricularização da extensão Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Biblioteca Comunitária da Unicamp recebe doações e planeja expansão  Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,ProEC Vídeos Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Diretoria de Extensão Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Localização Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Órgãos Verifique abaixo nossos cursos em destaque.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,0.0,Fique atento ao prazo de inscrição dos nossos cursos de extensão e especialização - modalidade extensão universitária.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,1.0,"Confira nossas novidades, notícias e informações importante sobre os cursos de extensão da UNICAMP."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,2.0,Notícia
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,3.0,Publicado em 24/04/2023
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,4.0,Notícia
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,5.0,Publicado em 31/03/2023
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,6.0,Notícia
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,7.0,Publicado em 20/03/2023
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,8.0,Notícia
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,9.0,Publicado em 13/12/2022
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,10.0,"Para atender as necessidades das empresas de encontrarem profissionais capacitados no mercado de trabalho nacional, a Extecamp desenvolveu um sistema, totalmente on-line, automatizado e dinâmico."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,10.0,Ele será capaz de auxiliar o mercado a encontrar o profissional especializado e capacitado da maneira que precisar.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,10.0,"Este elo será criado com o cruzamento de duas informações essenciais: a necessidade da empresa e o conhecimento adquirido pelo nosso aluno em cursos de extensão e especialização, modalidade extensão universitária oferecidos por nossas faculdades e institutos de ensino."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,11.0,"Com de mais de 100 mil alunos e 25 anos de história, a Extecamp conta hoje com grandes diferenciais para o seu desenvolvimento profissional e pessoal."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,11.0,
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,12.0,"Acesse nossa Wiki e conheça os nossos procedimentos, tutoriais, formulários específicos, tire suas dúvidas e muito mais."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,12.0,
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,13.0,"Acesse aqui nossos ambientes de ensino à distância, feitos sob medida para o seu aprendizado."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,14.0,"Faça parte de nossos envios, e receba na sua caixa de entrada todas as nossas novidades."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,14.0,
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,15.0,"É um canal integrado para divulgação de projetos culturais, artísticos e esportivos relativos a Universidade."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,15.0,
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,16.0,Confira os hóteis próximos a Universidade.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,17.0, Intercâmbio de experiências dos profissionais e estudantes da Unicamp e profissionais de outras instituições da sociedade.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,17.0,
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,18.0,Os cursos de extensão e especialização oferecidos pela Escola de Extensão da Unicamp são classificados como cursos de modalidade extensão universitária atendendo a norma CEPE 04/2003.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,18.0,Nossos cursos não atendem a CNE/CES nº 01 de 06/04/2018.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,19.0,"Com eles as instituições públicas e privadas poderão ter à sua disposição cursos criados para suas necessidades específicas, bem como personalizar cursos já existentes para que melhor se adequem aos seus propósitos."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,20.0,A capacitação de funcionários é ação estratatégica importante para o desenvolvimento seguro de empresas e instituições.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,20.0,Os Cursos In Company são cursos já inseridos no Catálogos de Cursos de Extensão da Unicamp visando a capacitação e/ou aperfeiçoamento dos seus funcionários.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,21.0,"Dentro do conceito de educação continuada, atendem a um perfil heterogêneo de pessoas."
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,21.0,Desde pessoas para as quais estes cursos são a única possibilidade de ter acesso à Universidade até profissionais que procuram oportunidades para reciclar e atualizar seus conhecimentos em áreas específicas.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,22.0, Veja mais.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,23.0,Os cursos são de excelência e consegue formar profissionais capacitados para atender o mercado de trabalho.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,24.0,Gostei dos cursos que a escola apresenta aos seus clientes e alunos
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,25.0,PROEC
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,26.0,26/05/2023
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,27.0,PROEC
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,28.0,29/05/2023
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,29.0,PROEC
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,30.0,29/05/2023
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,31.0,PROEC
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,32.0,26/05/2023
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,33.0,DESTAQUE
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,34.0,Fique por dentro dos vídeos e reportagens produzidas pela ProEC.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,35.0,#SomosPROEC
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,36.0,Conheça todos os órgãos que são parte da Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,37.0,Coordenador Geral de Extensão
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,38.0,Prof.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,38.0,Dr.
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,38.0,Luís Geraldo Pedroso Meloni
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,39.0,codext@unicamp.br
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,40.0,Coordenador Adjunto
,,,,,,,,,,,,,,,,https://www.extecamp.unicamp.br,41.0,Pedro Emerson de Carvalho
